outage_id,Zone,Circle,Feeder,Type of Outage,Status,Start Time,End Time,Diff in mins
1829010,Central,CITY EAST LUDHIANA,CENTRAL JAIL,Planned,Active,2026-05-02T13:00:47Z,2026-05-02T17:00:07Z,239
1829012,Central,CITY EAST LUDHIANA,33 Feet Road,Planned,Active,2026-05-02T13:00:38Z,2026-05-02T17:00:45Z,240
1829013,Central,CITY EAST LUDHIANA,URBAN ESTATE,Planned,Active,2026-05-02T13:00:23Z,2026-05-02T17:00:42Z,240
1829008,Central,SUB URBAN LUDHIANA,Mohie,Planned,Active,2026-05-02T11:30:55Z,2026-05-02T14:00:14Z,149
1829011,Central,SUB URBAN LUDHIANA,Urban Haveli,Planned,Active,2026-05-02T11:00:31Z,2026-05-02T13:00:40Z,120
1829076,Central,KHANNA,BISHANPURA,Planned,Active,2026-05-02T11:00:00Z,2026-05-02T15:00:00Z,240
1829023,Central,CITY WEST LUDHIANA,HOUSEFED,Planned,Active,2026-05-02T11:00:00Z,2026-05-02T15:00:00Z,240
1829022,Central,CITY WEST LUDHIANA,CENTRA GREENS,Planned,Active,2026-05-02T11:00:00Z,2026-05-02T15:00:00Z,240
1829307,Border,GURDASPUR,Paniar,Unplanned,Active,2026-05-02T10:51:00Z,2026-05-02T11:30:00Z,39
1829305,South,PATIALA,11KV NANDPUR KESHO,Unplanned,Active,2026-05-02T10:49:00Z,2026-05-02T12:19:24Z,90
1829304,Central,KHANNA,11 KV MODEL TOWN,Unplanned,Active,2026-05-02T10:45:00Z,2026-05-02T11:16:00Z,31
1829306,East,MOHALI,11KV AEROCITY-2,Unplanned,Active,2026-05-02T10:42:00Z,2026-05-02T13:00:00Z,138
1829302,Central,KHANNA,City-2 khanna,Unplanned,Active,2026-05-02T10:41:00Z,2026-05-02T10:59:00Z,18
1829303,South,PATIALA,JAND MANGOLI,Unplanned,Active,2026-05-02T10:35:00Z,2026-05-02T12:00:00Z,85
1829299,North,HOSHIARPUR,NARA DADA,Unplanned,Active,2026-05-02T10:34:00Z,2026-05-02T13:00:00Z,146
1829301,East,MOHALI,CHANGERA AP,Unplanned,Active,2026-05-02T10:30:00Z,2026-05-02T12:00:00Z,90
